t,A,B,C,v,exp_name
0.0,0.1965306993705296,1.265207750316229,0.00021460662236750833,45.68603523851466,forward
0.01256281407035176,0.17849693027536465,1.2471739812210638,0.03628214481269737,0.48086102497759103,forward
0.02512562814070352,0.17392099552331367,1.2425980464690127,0.045434014316799304,0.28530079256978663,forward
0.03768844221105528,0.17088170300937247,1.2395587539550714,0.051512599344681685,0.20741841494773808,forward
0.05025125628140704,0.1685706118554443,1.2372476628011433,0.056134781652538,0.16402765683808274,forward
0.0628140703517588,0.1666979041650607,1.2353749551107598,0.05988019703330517,0.1358856151322939,forward
0.07537688442211056,0.16512247753239773,1.233799528478097,0.06303105029863112,0.11595518302535128,forward
0.08793969849246232,0.1637638033586381,1.2324408543043373,0.0657483986461504,0.10100336045996672,forward
0.10050251256281408,0.16257110861669527,1.2312481595623943,0.06813378813003604,0.08932049015910873,forward
0.11306532663316583,0.16151009845985181,1.2301871494055507,0.07025580844372296,0.07991098580073672,forward
0.1256281407035176,0.16055640756355954,1.2292334585092584,0.07216319023630755,0.0721527440604927,forward
0.13819095477386936,0.15969203690010256,1.2283690878458016,0.07389193156322149,0.06563546252873288,forward
0.15075376884422112,0.15890327279787517,1.227580323743574,0.07546945976767629,0.0600767166045031,forward
0.16331658291457288,0.1581794071734248,1.226856458119124,0.07691719101657699,0.05527528599813211,forward
0.17587939698492464,0.1575118987052308,1.2261889496509297,0.07825220795296498,0.051083599523130394,forward
0.1884422110552764,0.15689381392978358,1.2255708648754824,0.07948837750385944,0.0473907820865081,forward
0.20100502512562815,0.15631944506427944,1.2249964960099784,0.08063711523486769,0.04411182119016772,forward
0.2135678391959799,0.15578402372543787,1.2244610746711369,0.08170795791255082,0.041180312793303496,forward
0.22613065326633167,0.15528353056455127,1.2239605815102503,0.08270894423432404,0.038543624124338184,forward
0.23869346733668342,0.15481453506077367,1.2234915860064726,0.08364693524187923,0.036159415738866205,forward
0.2512562814070352,0.15437409002185326,1.2230511409675522,0.08452782531972004,0.033993244569376246,forward
0.26381909547738697,0.1539596399621439,1.2226366909078428,0.08535672543913879,0.0320167671750327,forward
0.2763819095477387,0.15356895317512761,1.2222460041208265,0.08613809901317132,0.030206429676489017,forward
0.2889447236180905,0.15320007186987988,1.221877122815579,0.0868758616236668,0.028542500835232052,forward
0.30150753768844224,0.15285126242777028,1.2215283133734693,0.08757348050788608,0.027008291073229874,forward
0.314070351758794,0.15252098765354338,1.2211980385992425,0.08823403005633984,0.02558960590467251,forward
0.32663316582914576,0.15220787517218848,1.2208849261178876,0.08886025501904962,0.024274279699176813,forward
0.3391959798994975,0.15191069259088835,1.2205877435365873,0.08945462018164987,0.023051814108069103,forward
0.35175879396984927,0.15162833286040975,1.2203053838061086,0.09001933964260712,0.021913114627652608,forward
0.36432160804020103,0.1513597947240508,1.22003684566975,0.09055641591532498,0.020850249013712834,forward
0.3768844221105528,0.1511041690649107,1.2197812200106097,0.09106766723360518,0.019856263426603925,forward
0.38944723618090454,0.15086063048206358,1.2195376814277625,0.0915547443992994,0.018925044369596494,forward
0.4020100502512563,0.150628425540021,1.21930547648572,0.09201915428338453,0.018051187483952923,forward
0.41457286432160806,0.15040686333886408,1.219083914284563,0.09246227868569845,0.017229891806264056,forward
0.4271356783919598,0.15019531113304363,1.2188723620787425,0.09288538309733936,0.016456885545167933,forward
0.4396984924623116,0.1499931875165716,1.2186702384622705,0.09328963033028338,0.015728352618580074,forward
0.45226130653266333,0.1497999549560448,1.2184770059017438,0.09367609545133698,0.015040865479131773,forward
0.4648241206030151,0.14961511729603252,1.2182921682417314,0.09404577077136154,0.014391342666589058,forward
0.47738693467336685,0.14943821580368769,1.2181152667493866,0.09439957375605121,0.01377700629618522,forward
0.4899497487437186,0.1492688247590182,1.217945875704717,0.0947383558453902,0.013195342564301769,forward
0.5025125628140704,0.14910654760822611,1.217783598553925,0.09506291014697438,0.012644068138027438,forward
0.5150753768844222,0.14895101584398665,1.2176280667896855,0.09537397367545325,0.012121108943165489,forward
0.5276381909547739,0.14880188624379337,1.2174789371894923,0.0956722328758398,0.011624575788974231,forward
0.5402010050251257,0.14865883789240905,1.217335888838108,0.09595832957860843,0.01115274155535682,forward
0.5527638190954774,0.14852157009113376,1.2171986210368326,0.09623286518115903,0.01070402326089899,forward
0.5653266331658292,0.14838980170046484,1.2170668526461639,0.09649640196249688,0.01027697033294913,forward
0.577889447236181,0.14826326936346196,1.2169403203091609,0.09674946663650269,0.009870250439853708,forward
0.5904522613065327,0.14814172560576652,1.2168187765514655,0.09699255415189352,0.009482636102420576,forward
0.6030150753768845,0.14802493721866553,1.2167019881643644,0.09722613092609553,0.00911299323698418,forward
0.6155778894472362,0.147912685034007,1.216589735979706,0.09745063529541255,0.0087602749258514,forward
0.628140703517588,0.14780476272274168,1.2164818136684408,0.09766647991794321,0.008423512735709956,forward
0.6407035175879398,0.14770097588098802,1.216378026826687,0.09787405360145054,0.008101809562982063,forward
0.6532663316582915,0.14760114038946326,1.2162781913351621,0.09807372458450006,0.007794330777709701,forward
0.6658291457286433,0.1475050822781043,1.2161821332238034,0.09826584080721794,0.007500300509902706,forward
0.678391959798995,0.14741263716310254,1.2160896881088015,0.09845073103722148,0.0072189969623184785,forward
0.6909547738693468,0.14732364972980974,1.2160007006755087,0.09862870590380707,0.006949748195715608,forward
0.7035175879396985,0.14723797261342028,1.2159150235591192,0.09880006013658597,0.006691926400389155,forward
0.7160804020100503,0.14715546575126687,1.215832516696966,0.0989650738608928,0.006444943893993876,forward
0.7286432160804021,0.1470759963630738,1.2157530473087728,0.0991240126372789,0.006208251225494947,forward
0.7412060301507538,0.14699943841625562,1.2156764893619547,0.09927712853091525,0.005981333918182636,forward
0.7537688442211056,0.14692567246146493,1.215602723407164,0.09942466044049665,0.005763710491188724,forward
0.7663316582914573,0.14685458464337173,1.2155316355890706,0.09956683607668304,0.005554928204484009,forward
