protocol,series_id,replicate,A_mM,B_mM,C_mM,v_true,v_obs
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.0,0.4361423850452713,0.4361423850452713
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,2.146066223675083e-06,0.4353521827208213,0.4353521827208213
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,3.435153616566718e-06,0.43487847434983834,0.43487847434983834
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,5.498563016943498e-06,0.4341216952085765,0.4341216952085765
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,8.801409958928271e-06,0.43291410151099385,0.43291410151099385
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,1.4088193047241339e-05,0.43099072775506336,0.43099072775506336
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,2.2550612261277667e-05,0.42793639503026254,0.42793639503026254
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,3.6096191445791106e-05,0.42310897280138426,0.42310897280138426
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,5.7778255499009754e-05,0.41553618172411205,0.41553618172411205
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,9.248418392068637e-05,0.4037965432594261,0.4037965432594261
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.0001480370807599398,0.3859313876117004,0.3859313876117004
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.00023695918967851881,0.3595113895905397,0.3595113895905397
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.00037929454758807207,0.3220948105940815,0.3220948105940815
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.000607127134529875,0.2723599781561052,0.2723599781561052
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.0009718129612629546,0.21185468928477788,0.21185468928477788
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.00155555628790991,0.14628163969189267,0.14628163969189267
reverse_C_var,"A=0.009827,B=0.06326",1,0.00982653496852648,0.06326038751581145,0.002489939382688803,0.08435661824870441,0.08435661824870441
