protocol,series_id,replicate,A_mM,B_mM,C_mM,v_true,v_obs
forward_A_var,B=0.1265,1,0.0,0.1265207750316229,0.0,0.0,-0.0022257430473450936
forward_A_var,B=0.1265,1,0.0001965306993705296,0.1265207750316229,0.0,0.01746787683270953,0.01770774768071449
forward_A_var,B=0.1265,1,0.000314581691497361,0.1265207750316229,0.0,0.027943617878291787,0.022910669459843748
forward_A_var,B=0.1265,1,0.0005035429118316178,0.1265207750316229,0.0,0.04468574237367813,0.03698850073960841
forward_A_var,B=0.1265,1,0.0008060083307740478,0.1265207750316229,0.0,0.0714176985443538,0.07533709026830375
forward_A_var,B=0.1265,1,0.0012901570333183566,0.1265207750316229,0.0,0.11403671416202113,0.11012524196851453
forward_A_var,B=0.1265,1,0.0020651215466002946,0.1265207750316229,0.0,0.18182337343582303,0.1957308946055883
forward_A_var,B=0.1265,1,0.0033055875308943394,0.1265207750316229,0.0,0.2892334437426953,0.29563663701244586
forward_A_var,B=0.1265,1,0.0052911698792705705,0.1265207750316229,0.0,0.4584137962833011,0.40369444843278834
forward_A_var,B=0.1265,1,0.00846944103873891,0.1265207750316229,0.0,0.7223950957489088,0.7060436707524637
forward_A_var,B=0.1265,1,0.013556818840706657,0.1265207750316229,0.0,1.1283185817647239,1.0628061746215811
forward_A_var,B=0.1265,1,0.021700055084993508,0.1265207750316229,0.0,1.738677686945803,1.7062141943947273
forward_A_var,B=0.1265,1,0.034734726208615986,0.1265207750316229,0.0,2.626197407711381,2.638167688694978
forward_A_var,B=0.1265,1,0.05559899272430237,0.1265207750316229,0.0,3.8558233471450967,4.011020159133957
forward_A_var,B=0.1265,1,0.08899589342927482,0.1265207750316229,0.0,5.450013811622878,5.029991139489382
forward_A_var,B=0.1265,1,0.14245346289902988,0.1265207750316229,0.0,7.347977224602034,6.873796095197254
forward_A_var,B=0.1265,1,0.22802163459432157,0.1265207750316229,0.0,9.39115525494928,9.145518064388428
forward_A_var,B=0.1265,1,0.36498843050182095,0.1265207750316229,0.0,11.365505078642537,10.662229029862617
forward_A_var,B=0.1265,1,0.5842276968025037,0.1265207750316229,0.0,13.083974142994347,12.406765988447068
forward_A_var,B=0.1265,1,0.9351584137663655,0.1265207750316229,0.0,14.448815520906807,14.723881241419386
forward_A_var,B=0.1265,1,1.4968842860828182,0.1265207750316229,0.0,15.456068333686165,14.0966276982169
forward_A_var,B=0.1265,1,2.3960246017542244,0.1265207750316229,0.0,16.159854363006417,15.031976534099009
forward_A_var,B=0.1265,1,3.835255634378315,0.1265207750316229,0.0,16.633016054192616,18.541910873274627
forward_A_var,B=0.1265,1,6.138996139798161,0.1265207750316229,0.0,16.942941984127845,15.339466628164578
forward_A_var,B=0.1265,1,9.826534968526481,0.1265207750316229,0.0,17.142494813276706,16.090292670153715
forward_A_var,B=0.1265,2,0.0,0.1265207750316229,0.0,0.0,-6.746242756537113e-05
forward_A_var,B=0.1265,2,0.0001965306993705296,0.1265207750316229,0.0,0.01746787683270953,0.014469039275691787
forward_A_var,B=0.1265,2,0.000314581691497361,0.1265207750316229,0.0,0.027943617878291787,0.029196698547030334
forward_A_var,B=0.1265,2,0.0005035429118316178,0.1265207750316229,0.0,0.04468574237367813,0.043633836309514194
forward_A_var,B=0.1265,2,0.0008060083307740478,0.1265207750316229,0.0,0.0714176985443538,0.07649605688090483
forward_A_var,B=0.1265,2,0.0012901570333183566,0.1265207750316229,0.0,0.11403671416202113,0.11215677980058934
forward_A_var,B=0.1265,2,0.0020651215466002946,0.1265207750316229,0.0,0.18182337343582303,0.19436942398404214
forward_A_var,B=0.1265,2,0.0033055875308943394,0.1265207750316229,0.0,0.2892334437426953,0.28820587930934044
forward_A_var,B=0.1265,2,0.0052911698792705705,0.1265207750316229,0.0,0.4584137962833011,0.4522219469042215
forward_A_var,B=0.1265,2,0.00846944103873891,0.1265207750316229,0.0,0.7223950957489088,0.7051839307975376
forward_A_var,B=0.1265,2,0.013556818840706657,0.1265207750316229,0.0,1.1283185817647239,1.1319006948580215
forward_A_var,B=0.1265,2,0.021700055084993508,0.1265207750316229,0.0,1.738677686945803,1.7878078355375653
forward_A_var,B=0.1265,2,0.034734726208615986,0.1265207750316229,0.0,2.626197407711381,2.608801721568978
forward_A_var,B=0.1265,2,0.05559899272430237,0.1265207750316229,0.0,3.8558233471450967,4.000032011206306
forward_A_var,B=0.1265,2,0.08899589342927482,0.1265207750316229,0.0,5.450013811622878,5.604810619909226
forward_A_var,B=0.1265,2,0.14245346289902988,0.1265207750316229,0.0,7.347977224602034,7.428922778778923
forward_A_var,B=0.1265,2,0.22802163459432157,0.1265207750316229,0.0,9.39115525494928,9.29899560874579
forward_A_var,B=0.1265,2,0.36498843050182095,0.1265207750316229,0.0,11.365505078642537,10.798123256811662
forward_A_var,B=0.1265,2,0.5842276968025037,0.1265207750316229,0.0,13.083974142994347,12.38238402580911
forward_A_var,B=0.1265,2,0.9351584137663655,0.1265207750316229,0.0,14.448815520906807,15.009055631480486
forward_A_var,B=0.1265,2,1.4968842860828182,0.1265207750316229,0.0,15.456068333686165,16.378897946026264
forward_A_var,B=0.1265,2,2.3960246017542244,0.1265207750316229,0.0,16.159854363006417,14.667479767383115
forward_A_var,B=0.1265,2,3.835255634378315,0.1265207750316229,0.0,16.633016054192616,18.31430284361982
forward_A_var,B=0.1265,2,6.138996139798161,0.1265207750316229,0.0,16.942941984127845,16.65096806826084
forward_A_var,B=0.1265,2,9.826534968526481,0.1265207750316229,0.0,17.142494813276706,16.524130698301175
forward_A_var,B=0.1265,3,0.0,0.1265207750316229,0.0,0.0,-0.0005672813560261644
forward_A_var,B=0.1265,3,0.0001965306993705296,0.1265207750316229,0.0,0.01746787683270953,0.011212230705645069
forward_A_var,B=0.1265,3,0.000314581691497361,0.1265207750316229,0.0,0.027943617878291787,0.0228706210557193
forward_A_var,B=0.1265,3,0.0005035429118316178,0.1265207750316229,0.0,0.04468574237367813,0.04690243730625117
forward_A_var,B=0.1265,3,0.0008060083307740478,0.1265207750316229,0.0,0.0714176985443538,0.06876165035621298
forward_A_var,B=0.1265,3,0.0012901570333183566,0.1265207750316229,0.0,0.11403671416202113,0.11834377998792753
forward_A_var,B=0.1265,3,0.0020651215466002946,0.1265207750316229,0.0,0.18182337343582303,0.17987380413464163
forward_A_var,B=0.1265,3,0.0033055875308943394,0.1265207750316229,0.0,0.2892334437426953,0.3082582586931239
forward_A_var,B=0.1265,3,0.0052911698792705705,0.1265207750316229,0.0,0.4584137962833011,0.4265161472730607
forward_A_var,B=0.1265,3,0.00846944103873891,0.1265207750316229,0.0,0.7223950957489088,0.7161320575219935
forward_A_var,B=0.1265,3,0.013556818840706657,0.1265207750316229,0.0,1.1283185817647239,1.0686992547492846
forward_A_var,B=0.1265,3,0.021700055084993508,0.1265207750316229,0.0,1.738677686945803,1.7048777649044666
forward_A_var,B=0.1265,3,0.034734726208615986,0.1265207750316229,0.0,2.626197407711381,2.696720268463199
forward_A_var,B=0.1265,3,0.05559899272430237,0.1265207750316229,0.0,3.8558233471450967,4.004853573731771
forward_A_var,B=0.1265,3,0.08899589342927482,0.1265207750316229,0.0,5.450013811622878,5.414706194556383
forward_A_var,B=0.1265,3,0.14245346289902988,0.1265207750316229,0.0,7.347977224602034,7.491583553653107
forward_A_var,B=0.1265,3,0.22802163459432157,0.1265207750316229,0.0,9.39115525494928,8.638821420620038
forward_A_var,B=0.1265,3,0.36498843050182095,0.1265207750316229,0.0,11.365505078642537,10.929193869514279
forward_A_var,B=0.1265,3,0.5842276968025037,0.1265207750316229,0.0,13.083974142994347,13.592828197593937
forward_A_var,B=0.1265,3,0.9351584137663655,0.1265207750316229,0.0,14.448815520906807,15.03021025152451
forward_A_var,B=0.1265,3,1.4968842860828182,0.1265207750316229,0.0,15.456068333686165,14.46112258051407
forward_A_var,B=0.1265,3,2.3960246017542244,0.1265207750316229,0.0,16.159854363006417,16.43126754866998
forward_A_var,B=0.1265,3,3.835255634378315,0.1265207750316229,0.0,16.633016054192616,15.151712041241819
forward_A_var,B=0.1265,3,6.138996139798161,0.1265207750316229,0.0,16.942941984127845,17.956153704070296
forward_A_var,B=0.1265,3,9.826534968526481,0.1265207750316229,0.0,17.142494813276706,16.252640258598053
forward_A_var,B=1.265,1,0.0,1.265207750316229,0.0,0.0,-0.009093869150766074
forward_A_var,B=1.265,1,0.0001965306993705296,1.265207750316229,0.0,0.0960733225799024,0.10925249612780871
forward_A_var,B=1.265,1,0.000314581691497361,1.265207750316229,0.0,0.1536898983306048,0.16411993048116572
forward_A_var,B=1.265,1,0.0005035429118316178,1.265207750316229,0.0,0.2457715830552297,0.21790729714657295
forward_A_var,B=1.265,1,0.0008060083307740478,1.265207750316229,0.0,0.3927973419939459,0.3804580317340145
forward_A_var,B=1.265,1,0.0012901570333183566,1.265207750316229,0.0,0.6272019278911162,0.6925835696299747
forward_A_var,B=1.265,1,0.0020651215466002946,1.265207750316229,0.0,1.0000285538970268,1.0092872385136977
forward_A_var,B=1.265,1,0.0033055875308943394,1.265207750316229,0.0,1.5907839405848243,1.4369184938422068
forward_A_var,B=1.265,1,0.0052911698792705705,1.265207750316229,0.0,2.5212758795581554,2.812716480078081
forward_A_var,B=1.265,1,0.00846944103873891,1.265207750316229,0.0,3.973173026618999,4.043616020975757
forward_A_var,B=1.265,1,0.013556818840706657,1.265207750316229,0.0,6.20575219970598,5.936444804870732
forward_A_var,B=1.265,1,0.021700055084993508,1.265207750316229,0.0,9.562727278201915,8.391900110354355
forward_A_var,B=1.265,1,0.034734726208615986,1.265207750316229,0.0,14.4440857424126,13.416597612989966
forward_A_var,B=1.265,1,0.05559899272430237,1.265207750316229,0.0,21.20702840929803,20.04665485947248
forward_A_var,B=1.265,1,0.08899589342927482,1.265207750316229,0.0,29.97507596392582,29.44213867575448
forward_A_var,B=1.265,1,0.14245346289902988,1.265207750316229,0.0,40.41387473531119,37.69806270145188
forward_A_var,B=1.265,1,0.22802163459432157,1.265207750316229,0.0,51.65135390222105,51.18741242567427
forward_A_var,B=1.265,1,0.36498843050182095,1.265207750316229,0.0,62.51027793253396,61.74057246955629
forward_A_var,B=1.265,1,0.5842276968025037,1.265207750316229,0.0,71.96185778646891,80.97361960998833
forward_A_var,B=1.265,1,0.9351584137663655,1.265207750316229,0.0,79.46848536498743,83.94897766130092
forward_A_var,B=1.265,1,1.4968842860828182,1.265207750316229,0.0,85.00837583527392,84.8051422298921
forward_A_var,B=1.265,1,2.3960246017542244,1.265207750316229,0.0,88.87919899653531,85.42918066297742
forward_A_var,B=1.265,1,3.835255634378315,1.265207750316229,0.0,91.48158829805939,79.99264726565931
forward_A_var,B=1.265,1,6.138996139798161,1.265207750316229,0.0,93.18618091270315,83.01044433489437
forward_A_var,B=1.265,1,9.826534968526481,1.265207750316229,0.0,94.28372147302187,94.83394578976952
forward_A_var,B=1.265,2,0.0,1.265207750316229,0.0,0.0,0.0187912575429351
forward_A_var,B=1.265,2,0.0001965306993705296,1.265207750316229,0.0,0.0960733225799024,0.1171748856352557
forward_A_var,B=1.265,2,0.000314581691497361,1.265207750316229,0.0,0.1536898983306048,0.13136522422376248
forward_A_var,B=1.265,2,0.0005035429118316178,1.265207750316229,0.0,0.2457715830552297,0.2356121266615743
forward_A_var,B=1.265,2,0.0008060083307740478,1.265207750316229,0.0,0.3927973419939459,0.4005459141880822
forward_A_var,B=1.265,2,0.0012901570333183566,1.265207750316229,0.0,0.6272019278911162,0.5669594531918238
forward_A_var,B=1.265,2,0.0020651215466002946,1.265207750316229,0.0,1.0000285538970268,1.042894376680046
forward_A_var,B=1.265,2,0.0033055875308943394,1.265207750316229,0.0,1.5907839405848243,1.6248695593381954
forward_A_var,B=1.265,2,0.0052911698792705705,1.265207750316229,0.0,2.5212758795581554,2.653339700533827
forward_A_var,B=1.265,2,0.00846944103873891,1.265207750316229,0.0,3.973173026618999,4.181198428839744
forward_A_var,B=1.265,2,0.013556818840706657,1.265207750316229,0.0,6.20575219970598,6.504416452684608
forward_A_var,B=1.265,2,0.021700055084993508,1.265207750316229,0.0,9.562727278201915,9.114627318543779
forward_A_var,B=1.265,2,0.034734726208615986,1.265207750316229,0.0,14.4440857424126,13.160374013230808
forward_A_var,B=1.265,2,0.05559899272430237,1.265207750316229,0.0,21.20702840929803,21.64798501874995
forward_A_var,B=1.265,2,0.08899589342927482,1.265207750316229,0.0,29.97507596392582,28.334772753611105
forward_A_var,B=1.265,2,0.14245346289902988,1.265207750316229,0.0,40.41387473531119,38.32724059857635
forward_A_var,B=1.265,2,0.22802163459432157,1.265207750316229,0.0,51.65135390222105,52.401175602472925
forward_A_var,B=1.265,2,0.36498843050182095,1.265207750316229,0.0,62.51027793253396,61.552735859981524
forward_A_var,B=1.265,2,0.5842276968025037,1.265207750316229,0.0,71.96185778646891,73.73133220402707
